No;Jenis BMN;Kode Barang;NUP;Nama Barang;;Merk;Kode1;Kode2;Kode3;ISBN1;ISBN2;ISBN3;Barcode1;Barcode2;Barcode3
5868;ASET TETAP LAINNYA;6010101001;3794;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5869;ASET TETAP LAINNYA;6010101001;3795;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5871;ASET TETAP LAINNYA;6010101001;3797;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5874;ASET TETAP LAINNYA;6010101001;3800;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5876;ASET TETAP LAINNYA;6010101001;3802;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5878;ASET TETAP LAINNYA;6010101001;3804;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5879;ASET TETAP LAINNYA;6010101001;3805;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5883;ASET TETAP LAINNYA;6010101001;3809;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5885;ASET TETAP LAINNYA;6010101001;3811;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5886;ASET TETAP LAINNYA;6010101001;3812;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5887;ASET TETAP LAINNYA;6010101001;3813;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5890;ASET TETAP LAINNYA;6010101001;3816;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5892;ASET TETAP LAINNYA;6010101001;3818;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5893;ASET TETAP LAINNYA;6010101001;3819;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5894;ASET TETAP LAINNYA;6010101001;3820;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5895;ASET TETAP LAINNYA;6010101001;3821;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5896;ASET TETAP LAINNYA;6010101001;3822;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5898;ASET TETAP LAINNYA;6010101001;3824;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5899;ASET TETAP LAINNYA;6010101001;3825;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5900;ASET TETAP LAINNYA;6010101001;3826;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5901;ASET TETAP LAINNYA;6010101001;3827;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5902;ASET TETAP LAINNYA;6010101001;3828;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5903;ASET TETAP LAINNYA;6010101001;3829;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5904;ASET TETAP LAINNYA;6010101001;3830;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5908;ASET TETAP LAINNYA;6010101001;3834;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5912;ASET TETAP LAINNYA;6010101001;3838;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5914;ASET TETAP LAINNYA;6010101001;3840;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5915;ASET TETAP LAINNYA;6010101001;3841;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5917;ASET TETAP LAINNYA;6010101001;3843;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5918;ASET TETAP LAINNYA;6010101001;3844;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5919;ASET TETAP LAINNYA;6010101001;3845;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5922;ASET TETAP LAINNYA;6010101001;3848;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5923;ASET TETAP LAINNYA;6010101001;3849;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5925;ASET TETAP LAINNYA;6010101001;3851;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5928;ASET TETAP LAINNYA;6010101001;3854;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5929;ASET TETAP LAINNYA;6010101001;3855;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5931;ASET TETAP LAINNYA;6010101001;3857;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5932;ASET TETAP LAINNYA;6010101001;3858;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5933;ASET TETAP LAINNYA;6010101001;3859;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5939;ASET TETAP LAINNYA;6010101001;3865;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5941;ASET TETAP LAINNYA;6010101001;3867;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5942;ASET TETAP LAINNYA;6010101001;3868;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5943;ASET TETAP LAINNYA;6010101001;3869;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5952;ASET TETAP LAINNYA;6010101001;3878;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5953;ASET TETAP LAINNYA;6010101001;3879;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5954;ASET TETAP LAINNYA;6010101001;3880;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5956;ASET TETAP LAINNYA;6010101001;3882;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5958;ASET TETAP LAINNYA;6010101001;3884;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5960;ASET TETAP LAINNYA;6010101001;3886;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5961;ASET TETAP LAINNYA;6010101001;3887;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5963;ASET TETAP LAINNYA;6010101001;3889;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5965;ASET TETAP LAINNYA;6010101001;3891;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5967;ASET TETAP LAINNYA;6010101001;3893;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5971;ASET TETAP LAINNYA;6010101001;3897;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5972;ASET TETAP LAINNYA;6010101001;3898;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5974;ASET TETAP LAINNYA;6010101001;3900;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5976;ASET TETAP LAINNYA;6010101001;3902;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5979;ASET TETAP LAINNYA;6010101001;3905;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5981;ASET TETAP LAINNYA;6010101001;3907;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5982;ASET TETAP LAINNYA;6010101001;3908;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5985;ASET TETAP LAINNYA;6010101001;3911;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5987;ASET TETAP LAINNYA;6010101001;3913;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5988;ASET TETAP LAINNYA;6010101001;3914;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5992;ASET TETAP LAINNYA;6010101001;3918;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5994;ASET TETAP LAINNYA;6010101001;3920;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5995;ASET TETAP LAINNYA;6010101001;3921;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5997;ASET TETAP LAINNYA;6010101001;3923;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5998;ASET TETAP LAINNYA;6010101001;3924;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6001;ASET TETAP LAINNYA;6010101001;3927;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6002;ASET TETAP LAINNYA;6010101001;3928;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6003;ASET TETAP LAINNYA;6010101001;3929;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6005;ASET TETAP LAINNYA;6010101001;3931;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6007;ASET TETAP LAINNYA;6010101001;3933;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6008;ASET TETAP LAINNYA;6010101001;3934;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6009;ASET TETAP LAINNYA;6010101001;3935;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6011;ASET TETAP LAINNYA;6010101001;3937;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6013;ASET TETAP LAINNYA;6010101001;3939;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6015;ASET TETAP LAINNYA;6010101001;3941;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6018;ASET TETAP LAINNYA;6010101001;3944;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6019;ASET TETAP LAINNYA;6010101001;3945;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6021;ASET TETAP LAINNYA;6010101001;3947;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6022;ASET TETAP LAINNYA;6010101001;3948;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6025;ASET TETAP LAINNYA;6010101001;3951;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6030;ASET TETAP LAINNYA;6010101001;3956;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6031;ASET TETAP LAINNYA;6010101001;3957;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6034;ASET TETAP LAINNYA;6010101001;3960;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6035;ASET TETAP LAINNYA;6010101001;3961;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6046;ASET TETAP LAINNYA;6010101001;3972;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6047;ASET TETAP LAINNYA;6010101001;3973;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6050;ASET TETAP LAINNYA;6010101001;3976;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6051;ASET TETAP LAINNYA;6010101001;3977;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6053;ASET TETAP LAINNYA;6010101001;3979;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6056;ASET TETAP LAINNYA;6010101001;3982;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6059;ASET TETAP LAINNYA;6010101001;3985;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6060;ASET TETAP LAINNYA;6010101001;3986;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6069;ASET TETAP LAINNYA;6010101001;3995;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6073;ASET TETAP LAINNYA;6010101001;3999;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6074;ASET TETAP LAINNYA;6010101001;4000;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6077;ASET TETAP LAINNYA;6010101001;4003;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6078;ASET TETAP LAINNYA;6010101001;4004;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6081;ASET TETAP LAINNYA;6010101001;4007;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6083;ASET TETAP LAINNYA;6010101001;4009;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6086;ASET TETAP LAINNYA;6010101001;4012;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6087;ASET TETAP LAINNYA;6010101001;4013;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6088;ASET TETAP LAINNYA;6010101001;4014;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6092;ASET TETAP LAINNYA;6010101001;4018;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6093;ASET TETAP LAINNYA;6010101001;4019;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6095;ASET TETAP LAINNYA;6010101001;4021;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6097;ASET TETAP LAINNYA;6010101001;4023;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6101;ASET TETAP LAINNYA;6010101001;4027;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6104;ASET TETAP LAINNYA;6010101001;4030;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6109;ASET TETAP LAINNYA;6010101001;4035;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6110;ASET TETAP LAINNYA;6010101001;4036;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6112;ASET TETAP LAINNYA;6010101001;4038;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6114;ASET TETAP LAINNYA;6010101001;4040;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6117;ASET TETAP LAINNYA;6010101001;4043;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6119;ASET TETAP LAINNYA;6010101001;4045;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6122;ASET TETAP LAINNYA;6010101001;4048;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6124;ASET TETAP LAINNYA;6010101001;4050;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6126;ASET TETAP LAINNYA;6010101001;4052;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6127;ASET TETAP LAINNYA;6010101001;4053;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6129;ASET TETAP LAINNYA;6010101001;4055;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6131;ASET TETAP LAINNYA;6010101001;4057;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6132;ASET TETAP LAINNYA;6010101001;4058;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6135;ASET TETAP LAINNYA;6010101001;4061;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6138;ASET TETAP LAINNYA;6010101001;4064;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6139;ASET TETAP LAINNYA;6010101001;4065;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6140;ASET TETAP LAINNYA;6010101001;4066;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6142;ASET TETAP LAINNYA;6010101001;4068;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6143;ASET TETAP LAINNYA;6010101001;4069;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6151;ASET TETAP LAINNYA;6010101001;4077;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6152;ASET TETAP LAINNYA;6010101001;4078;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6153;ASET TETAP LAINNYA;6010101001;4079;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6154;ASET TETAP LAINNYA;6010101001;4080;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6155;ASET TETAP LAINNYA;6010101001;4081;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6160;ASET TETAP LAINNYA;6010101001;4086;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6161;ASET TETAP LAINNYA;6010101001;4087;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6162;ASET TETAP LAINNYA;6010101001;4088;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6168;ASET TETAP LAINNYA;6010101001;4094;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6171;ASET TETAP LAINNYA;6010101001;4097;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6173;ASET TETAP LAINNYA;6010101001;4099;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6175;ASET TETAP LAINNYA;6010101001;4101;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6176;ASET TETAP LAINNYA;6010101001;4102;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6178;ASET TETAP LAINNYA;6010101001;4104;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6181;ASET TETAP LAINNYA;6010101001;4107;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6182;ASET TETAP LAINNYA;6010101001;4108;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6183;ASET TETAP LAINNYA;6010101001;4109;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6184;ASET TETAP LAINNYA;6010101001;4110;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6185;ASET TETAP LAINNYA;6010101001;4111;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6191;ASET TETAP LAINNYA;6010101001;4117;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6204;ASET TETAP LAINNYA;6010101001;4130;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6206;ASET TETAP LAINNYA;6010101001;4132;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6207;ASET TETAP LAINNYA;6010101001;4133;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6212;ASET TETAP LAINNYA;6010101001;4138;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6213;ASET TETAP LAINNYA;6010101001;4139;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6223;ASET TETAP LAINNYA;6010101001;4149;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6224;ASET TETAP LAINNYA;6010101001;4150;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6227;ASET TETAP LAINNYA;6010101001;4153;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6231;ASET TETAP LAINNYA;6010101001;4157;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6232;ASET TETAP LAINNYA;6010101001;4158;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6236;ASET TETAP LAINNYA;6010101001;4162;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6240;ASET TETAP LAINNYA;6010101001;4166;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6242;ASET TETAP LAINNYA;6010101001;4168;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6243;ASET TETAP LAINNYA;6010101001;4169;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6247;ASET TETAP LAINNYA;6010101001;4173;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6248;ASET TETAP LAINNYA;6010101001;4174;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6250;ASET TETAP LAINNYA;6010101001;4176;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6253;ASET TETAP LAINNYA;6010101001;4179;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6254;ASET TETAP LAINNYA;6010101001;4180;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6256;ASET TETAP LAINNYA;6010101001;4182;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6257;ASET TETAP LAINNYA;6010101001;4183;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6264;ASET TETAP LAINNYA;6010101001;4190;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6269;ASET TETAP LAINNYA;6010101001;4195;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6271;ASET TETAP LAINNYA;6010101001;4197;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6274;ASET TETAP LAINNYA;6010101001;4200;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6275;ASET TETAP LAINNYA;6010101001;4201;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6278;ASET TETAP LAINNYA;6010101001;4204;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6279;ASET TETAP LAINNYA;6010101001;4205;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6280;ASET TETAP LAINNYA;6010101001;4206;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6283;ASET TETAP LAINNYA;6010101001;4209;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6285;ASET TETAP LAINNYA;6010101001;4211;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6289;ASET TETAP LAINNYA;6010101001;4215;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6291;ASET TETAP LAINNYA;6010101001;4217;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6293;ASET TETAP LAINNYA;6010101001;4219;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6299;ASET TETAP LAINNYA;6010101001;4225;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6300;ASET TETAP LAINNYA;6010101001;4226;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6302;ASET TETAP LAINNYA;6010101001;4228;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6305;ASET TETAP LAINNYA;6010101001;4231;Monografi;Aktif;Monografi;-;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
